"biopsysite","WholeGenomeDoubling"," 1p"," 1q"," 2p"," 2q"," 3p"," 3q"," 4p"," 4q"," 5p"," 5q"," 6p"," 6q"," 7p"," 7q"," 8p"," 8q"," 9p"," 9q","10p","10q","11p","11q","12p","12q","13q","14q","15q","16p","16q","17p","17q","18p","18q","19p","19q","20p","20q","21q","22q"
"TCGA Lung","No",3.977313,5.251702,3.979834,4.216263,3.017705,3.029237,3.001246,3.539829,3.82021,2.867939,3.976557,3.970696,4.951264,3.105176,1.281238,6.26072,2,2.016289,5,2.237294,3.020043,4.640055,2.13124,2.376254,3.043358,3.973952,2.103785,3.960928,3.974426,3.836918,3.989324,4,2.549392,3.040857,3.046865,3.982635,3.961984,3.401779,3.030393
"TCGA Lung","No",1.97193937,1.87112896,2.89527141,1.97695683,1.00466756,1.04239343,1.88520482,1.97549635,0.02958501,0.46949301,1.01400268,1.01500287,3.9125451,2.8760746,1.33606426,1.79098354,0,0.03021447,1,0.89250335,0.83208305,1.97012629,1.03600688,1.00848647,1.0257192,1.96133869,1.03500669,1.80834449,1.0305513,1.44529422,1.98034171,0,0.09161809,1,1.08648712,1,1.1021817,1.9502926,1.42008032
"TCGA Lung","No",3.426226,3.123796,2.999773,2.99986,2,3.384642,2.019789,2.027871,6.103506,2.067351,2.999119,3.972554,4.965923,3.03929,1.265962,2.901546,3,2.999888,2,2.041226,2.999601,3.685856,2.999698,2.999786,4.428248,3.555086,2.058895,2.582746,2.089948,2.867727,3.931487,2,2.031917,1.768011,3.616404,2.999609,2.999143,3.884506,3.160734
"TCGA Lung","No",1.997782,1.995635,1.987276,1.998786,1.998982,1.600459,1.992667,1.996127,3.87309,1.550189,1.996945,1.120908,1.998446,1.997278,1.317039,2.899265,1.253648,1.816224,2,1.99809,1.994812,1.498294,1.992144,1.999074,1.018538,1.949445,1.994544,2,1.998334,1.99203,1.996893,2,1.997043,1.88109,1.94878,1.996605,1.992568,1.992144,1.992568
"TCGA Lung","No",3.981836,3.982124,3.018792,3.014467,2.965265,3.028059,3.966215,3.94845,3.988269,3.987299,3.962461,3.984917,4.915254,3.98885,2.391589,3.977918,3.03641,3.097609,4,3.982404,3.016487,3.010528,4,3.994312,2.043987,3.943692,2.922563,3.03641,3.007944,2.062475,2.818826,3.025701,2.092704,2,2.084524,2.053219,2.981371,3.951736,3.969563
"TCGA Lung","No",2.608099,3.981334,3.009589,3.011812,3.006606,3.029999,3.023781,3.012561,3.314185,3.006705,3.891439,2.104245,3.082912,3.245382,3.879878,3.972442,2.216211,2.082804,3.982432,3.963399,3.011218,3.014326,4.854051,4.914003,3.006067,3.01201,3.916341,3.938433,4.969041,3.186838,3.988089,3,3.009589,2.798318,3.026229,3.02202,3.016068,3.979922,3.943022
"TCGA Lung","No",3.749941,3.190418,2.791334,2.002639,2.057729,2.009107,2.007971,1.826698,5.529136,1.735261,3.719926,2.02135,2.989806,2.982134,2.008856,2.007814,1,1.855303,2.325,2.008303,2.584906,2.985507,2.034159,2.008051,1.818322,1.946618,2.047531,2,2.007246,2,2.013509,3,3.432211,1.899943,2.523443,2.977723,3.783585,2.96563,2.075397
"TCGA Lung","No",3.690918,4.005348,4.925571,4.97708,4.00599,3.748065,4.285391,4.968585,4.134768,3.04266,4.021159,2.133423,4.309653,3.033706,3.075651,4.954944,3.023641,3.036216,3,3.01182,4.983675,4.968727,4.901116,4.973781,4.973513,4.016472,4.958798,3.055556,4.648615,4.359545,5.936772,5,4.958134,3.043645,3.066751,5.930917,5.899177,3.032422,4.331609
"TCGA Lung","No",3.558131,3.456642,3.481033,3.665961,2.274845,3.430682,3.934722,1.98096,2.951003,2.350738,3.097068,2.708788,2.997018,3.580675,2.186316,3.968001,2.095003,2.155239,3,3.070168,2.496156,3.222556,2.93029,3.501496,2.056736,2.505247,2.975528,2.788451,2.281313,2.376005,2.992545,1.690359,1.553165,2.912032,3.736246,2.101337,2.438062,3.317723,2.809308
"TCGA Lung","No",2.00189,2.795883,2.00252,2.002794,2.001562,1.327552,2.001875,2.001981,2.00293,2.002115,1.921354,1.404715,2.983845,1.597772,2.788194,2.962623,2,2.001995,2.001172,1.857096,2.001769,2.001694,2.004018,2.00142,2.000957,2.003646,1.957403,2.00651,2.002557,2.002038,2.003972,2,2.003024,1.547476,2.008272,2.641782,2.876267,2.001339,2.008868
"TCGA Lung","No",2.997434,4.633658,3.06195,3.965307,2.020455,2.033778,3,2.848192,2.996686,2.081511,2.030682,2.032874,4,3.978623,2.19293,4.938837,3.865057,2.454908,2.996023,2.999171,2.992496,2.99425,2.052598,2.027893,2.046962,2.994697,2.041938,2.997791,2.997108,1.81917,4.621726,3,1.160007,2,2.027072,2.478536,2.9957,3.876624,3.18274
"TCGA Lung","No",3.039855,4.638659,3.996208,3.997664,3.994122,3.993529,3.996473,3.995033,6.558826,4.946932,4,2.256836,4,3.99127,5.350348,3.457394,4,3.998124,5,4.987746,3.031082,3.019847,3.047066,3.033279,3.996401,3.027455,3.029417,4.874194,3.993588,2.332492,3.796649,4,3.894693,2.210423,3.979255,3.845321,3.276666,2.208419,2.661378
"TCGA Lung","No",3.105507,4.41655,3.972515,3.993652,3.9929,3.997449,4.947219,2.751855,5.090853,4.795213,4.684715,3.158232,3.994584,3.987346,2.112032,3.866284,3.993343,3.979164,4,3.018369,3.906442,3.403437,3.963484,3.114757,3.596366,3.538726,4.020993,2.612262,2.061108,2.146129,5.087556,3,2.172266,2.961538,3.990602,3.001535,3.036783,3.981742,3.036783
"TCGA Lung","No",1.622465,3.178662,1.998249,1.997843,1.99819,1.997759,2.111857,1.615704,1.99491,1.483823,3,1.22778,1.99862,1.995969,1.99819,1.997605,1.413274,1.262492,2,1.997455,1.996927,1.997057,1.397673,2.742539,1.018746,1.996381,1.995153,1.264205,2.321765,2,1.99724,2,1.997373,2,1.612857,1.290264,1.988995,1.997673,1.995598
"TCGA Lung","No",2.000559,2.00044,2.000894,2.000459,2.000308,2.001017,2.000277,2.000488,3.29311,2.000834,2.001155,1.786333,3,2.941417,2.001232,2.000543,2.000577,1.968527,2.000346,1.989872,2.000261,2.000334,2.002772,1.061446,2.000566,2.00077,2.001155,2.00077,2.000756,2.000603,2.00047,1.941992,2.000671,2,2.00163,1.150201,1.94707,2.000792,1.137008
"TCGA Lung","No",2.580292,3.602653,2.999529,2.999637,2.254947,2.421215,2.999781,2.436157,3.957877,2.111877,3.915754,2.222726,2.999814,2.999241,3.932603,3.990089,3.72757,2.021044,3.974726,3.968408,3.942777,2.818354,3.884463,3.969365,3.234024,2.999513,2.998957,2.999088,2.251759,3.259918,3.931461,2,2.127973,2,2.05818,2.999595,2.999408,2.056204,2.998521
"TCGA Lung","No",3.003539,3.740998,3.015472,3.620738,2.059619,3.008723,3.962926,3.934728,5.118381,2.048412,3.938209,3.966898,2.067797,3.142235,3.835225,3.965804,2.068595,3.010115,3,3.004571,2.080992,2.883043,3.973518,3.971913,2.032851,2.09539,3.006966,2.745238,2.039023,3.177093,3.937162,2.781916,2.121161,2.041275,2.685076,2.233058,2.494394,2.061322,3.00593
"TCGA Lung","No",3.012376,3.758394,3.978991,3.974121,3.972863,3.959668,3.030692,3.025217,3.949119,3.988982,2.100769,2.053984,4.974772,4.906512,2.067179,6.794796,2.15649,3.989607,3.963365,3.984736,3.028955,3.024652,3.915604,3.964996,2.030848,3.972863,2.066163,3.341026,3.312028,2.63495,3.695306,2,2.02438,3.135947,3.309842,1.27906,3.069127,3.872418,3.511538
"TCGA Lung","No",1.987092,2.848506,2.541899,2.200755,1.025712,1.985316,1.995427,1.993559,1.823806,1.011599,1.467125,1.531114,1.996125,1.993208,1.179675,2.503079,1.756543,1.22188,2,1.188676,1.090025,1.99449,1.15427,1.651946,1.047225,2.046342,1.064279,1.987297,2.687252,1.79123,1.992249,2,1.521194,1.771348,1.771348,1,1.549028,1.395907,1.771348
"TCGA Lung","No",2.599851,2.995091,3,2.487335,2.562085,3.293012,2.015877,2.022361,2.991409,2.99845,4.96323,2.067747,2.993011,2.995917,2.12417,3.905701,2.033076,2.01689,3,2.995705,3.422292,3.64315,2.994109,2.997917,2.024301,3.381673,1.780438,2.022051,2.028866,2.991036,2.993011,3,2.993349,3,2.987872,4,3.934801,2.068042,2.107274
"TCGA Lung","No",3.955402,3.978987,3.99051,3.777168,2.40522,4.70048,3.982349,2.222445,3.117448,2.642176,3.001957,3.002097,3.985041,3.982524,2.024832,2.455586,2.04656,2.023775,3,3.001223,3,3.004245,3.003356,3.001186,2.034208,3.00783,3.009787,5.395414,2.040634,2.135541,3.003981,3.712791,1.588222,3.235286,4.183379,4,3.952295,2.095781,3.184382
"TCGA Lung","No",6.964734,6.965294,6,5.993938,5.012052,5.317679,6.341694,5.019097,5.425489,5.004078,5.968078,5.991828,6.975294,6.971136,3.77966,5.991026,3.564264,4.032816,5,4.064264,6.001598,4.644677,4.890554,5.995377,4.813385,5.96949,4.128529,6.95951,6.338674,4.549002,5.984486,5.566297,5.219791,5,5.031903,4.861262,6.921208,5.433411,4.208425
"TCGA Lung","No",3.017461,3.008979,3.004055,3.004995,3.968126,3.010379,3.007542,3.010623,3.015713,3.938002,3.01257,2.84602,3.006392,3.007468,2.691807,5.948571,5.398921,3.100295,2.034428,3.980535,4.007115,3.984991,6.896489,3.40785,2.529444,4.891807,3.031426,3.010475,3.013713,3.016396,3.012783,4.360667,2.207832,3,3.044366,3,3.020384,2.118038,3.074895
"TCGA Lung","No",1.984228,1.931263,2,1.9963,1.993791,1.994874,1.983237,1.085131,3.810051,1.376273,1.995344,1.995011,1.995265,1.991701,1.232027,1.994522,1.988359,1.994056,2.011031,1.212929,1.984186,1.043411,1.020589,1.007279,1.682474,1.248041,1.060051,1.992239,1.317113,1.584401,2.019692,2,1.050998,1.12161,2.581321,2,1.984898,1.976053,1.097381
"TCGA Lung","No",2.40899,3.663635,2.398744,3.389762,1.851311,2.995794,2.735416,2.320177,2.323783,1.935254,3.98206,2.129154,3.877471,2.129537,4.153858,5.742851,2.828558,2.295579,2,2.306929,3.41077,3.948125,3.10992,3.989127,2.027494,2.511262,2.315062,2.153933,2.833709,2.956817,2.907485,3,5.572019,2.929477,2.991012,3,3.509384,2.727577,1.852476
"TCGA Lung","No",1.997652,1.99769,2,1.998715,1.020066,2.703751,1.998059,1.997267,1.997978,1.99927,1.015049,1.024187,2.981406,2.978277,1.997844,1.998097,1.477145,1.997935,2,1.998989,1.622642,1.997662,1.997228,1.99902,1.027642,1.993531,1.991914,1.997305,1.996471,1.995781,1.996711,1,1.029128,2.069459,2.870937,1.033443,1.986887,1.991683,1.122022
"TCGA Lung","No",1.715921,1.998208,2,2.031617,1.375268,2.98027,1.296989,1.997879,1.998432,2.630447,1.998745,1.274769,1.998724,1.998509,1.085543,1.998524,1.060932,1.753717,2,1.999216,1.866504,1.297577,1.997849,1.99924,1.850997,2.459975,1.993726,1.997909,1.997262,1.254323,2.775833,1,1.02983,2,1.995571,2,1.995931,1.993547,1.989826
"TCGA Lung","No",1.8307946,1.9953263,1.9957786,1.9948002,1.9956379,1.9963983,1.9960741,1.9944706,3.20463,2.0182681,1.9934569,1.9947421,1.996673,1.996113,1.0178601,2.5021061,0.9959106,1.0171001,1.05,1.0083719,1.9774284,1.99527,1.2347093,1.9900862,1.0246033,1.9869138,1.0669755,1.9945474,1.7610783,1.8207755,2.0917139,1.96536,1.064815,1,1.0472769,2.3333333,1.8514536,2.326032,1.9734739
"TCGA Lung","No",2.54171,3.841261,2.697812,4.254166,2.170879,4.136345,1.435861,1.791402,2.018677,2.006741,2.961492,2.265085,3.981297,2.096961,2.262067,3.978363,2.037355,2.019075,2.794826,2.997844,2.937538,3.249272,1.162558,3.084637,4.812103,4.175091,2.466335,2.049806,2.046385,2.038979,2.755696,2,2.301444,2.649866,2.993913,4,3.940352,3.236445,2.977624
"TCGA Lung","No",1.855355,2.546641,2,2.613415,1.018062,1.014914,1.996256,1.994727,1.016933,1.006111,1.99688,1.996657,1.996827,1.996293,1.106951,1.996329,1.122433,1.017294,2,1.9961,2,1.995489,1.994651,1.998109,1.994269,2.003502,1.067733,2.767378,1.910254,1.375026,1.993654,2,1.413316,2,1.988988,2,1.989881,1.950034,1.802421
"TCGA Lung","No",1.998573,1.998947,2,1.999121,1.999017,1.999188,1.999115,1.815344,2.933814,1.999002,2.478173,1.096635,1.99925,1.999124,1.999017,1.999133,1.999079,1.999059,2,1.999539,2,1.998934,1.998736,1.999553,1.998646,2.127927,2.007692,1.998771,1.998392,1.124665,1.997001,2,1.998573,2.075222,1.997398,1,1.051663,1.994945,1.994023
"TCGA Lung","No",1.613372,2.738873,2,1.998218,1.963677,1.977948,1.997309,1.99621,1.997197,1.998988,1.997757,1.997597,1.014669,1.017138,1.99701,1.997362,1.01803,1.018414,2,1.998598,1.997461,1.913822,2.470337,1.933958,1.995881,1.057697,1.988787,1.996262,1.995107,1.99415,1.995439,2,1.99566,1.105035,1.933262,2,1.788992,1.988467,1.981817
"TCGA Lung","No",2.000796,2.770886,2,2.000436,2.000732,2.000604,2.000658,2.000927,2.000686,2.000248,2.751097,1.223802,2.000558,2.000652,2.000732,2.000645,2.000686,2.298923,2,2.000343,2,2.000793,2.000941,2.000333,2.001008,1.958847,2.002743,2.307384,2.001197,2.001431,2.001116,2,2.001062,2,2.001936,2,2.001779,2.002822,2.004448
"TCGA Lung","No",2.01805,3.596921,2,2.003294,2.005526,2.004563,2.004974,2.007005,2.984348,2.994351,2.299913,2.022298,2.004215,2.004925,2.005526,2.004876,2.005181,2.005291,2,2.002591,3,2.972844,2.007105,2.002512,2.007613,2.019343,2.020724,2.97913,2.877059,1.738903,2.974532,2,2.008022,2,2.014629,2,2.391114,2.021316,2.033607
"TCGA Lung","No",1.997145,1.997893,1.848511,1.998828,1.998033,1.998376,1.99823,1.997507,1.998156,1.999335,1.99705,1.034134,1.9985,1.998247,1.998033,1.998265,1.998156,1.996234,2,1.998156,2,1.996801,1.997471,1.999106,1.997291,1.9941,1.992625,1.997542,1.996782,1.996152,1.997,1,1.044105,2,1.994794,1.037037,1.511836,1.992414,1.98804
"TCGA Lung","No",6.954766,6.966613,4.933138,5.667505,4.17995,5.130234,5.843909,5.988669,6.795503,6.84185,5.993296,5.992817,5.835405,5.987939,4.035505,5.204993,4.066572,4.033994,6,5.99581,6,5.809584,4.04565,4.016139,5.018298,5.630532,5.573621,6.961048,6.949008,5.441802,6.206703,4.57607,4.05154,5.582697,5.035161,5,5.03231,6.879806,4.259092
"TCGA Lung","No",2.809403,4.442103,3.001632,2.313269,3.952876,3.976654,2.986071,3.008551,3.982329,3.993622,2.590922,2.363918,6.021637,3.30304,1.423609,3.95518,1.533481,2.024506,3,3.001581,3,3.007314,3.437244,4.267856,2.035258,2.565374,3.012648,3.858629,3.750483,2.200308,4.572184,3.035711,2.074308,3.307692,2.370797,3,3.008204,2.098723,2.155645
"TCGA Lung","No",3.100872,4.96731,3,3.591087,3.013934,3.502554,3.992541,3.986867,3.99223,3.997196,3.993784,3.99334,3.993678,3.992614,3.991712,3.992687,2.052253,2.154342,4,3.99223,4,3.878085,3.989344,3.935627,3.019195,3.041802,3.968919,3.98964,3.986437,2.33161,4.046817,3,3.020227,2.125156,3.956121,2.06026,4.814464,2.13946,3.084734
"TCGA Lung","No",2.060454,3.55907,3,2.994844,2.013571,2.011206,2.012214,1.990593,2.99189,2.997073,3.976845,2.337787,1.658171,2.152899,2.991349,2.992367,2.012723,2.012994,4,3.985528,2,2.014716,2.017449,2.012337,2.980138,2.974047,2.967558,2.016964,2.022207,2.026552,2.020702,3,2.981163,2.271289,3.918277,3.304496,2.672584,2.966632,2.082527
"TCGA Lung","No",1.985729,1.935795,2,1.930426,1.016604,1.01371,1.994944,1.082648,2.895599,1.591831,2.233146,1.198585,1.99143,1.994994,1.994382,1.995043,1.031133,1.74994,2,1.994733,1.90089,1.30398,1.785554,1.994893,1.030498,1.983146,1.978933,1.992978,1.990807,1.032487,2.427633,2,1.987767,1.538462,2.279247,2,1.986335,1.978331,1.100972
"TCGA Lung","No",2.000819,3.543021,2,2.000192,2.000322,2.000266,2.00029,2.000613,3.834542,1.030511,2.000483,2.000388,2.983297,2.980485,2.000322,2.000284,2.000302,2.000463,2,2.000151,2.000274,2.000524,2.000414,2.000147,2.000444,1.078906,1.108697,2.000403,2.000527,1.132327,2.001229,1,1.032726,2,2.000853,2,2.000784,1.544515,2.00196
"TCGA Lung","No",2.116027,4.960639,4,3.680091,2.270971,3.025829,2.026937,2.047424,4.862237,3.007824,3.005781,2.152148,3.005879,3.010302,4.415415,4.899355,3.836712,2.358204,3.359685,3.149446,3.987676,3.984261,3.981338,3.993402,3.017696,4.875275,2.116366,3.63038,3.255283,3.971602,3.977859,4,3.978931,2.759009,3.961579,3,3.784879,3.325354,3.046871
"TCGA Lung","No",3.011422,3.011241,3.994324,3.989512,3.976538,2.081034,3.009442,3.013299,5.36284,3.007099,3.073605,2.026288,4.974104,4.444992,3.831474,3.979298,3.029507,3.010045,3.023605,3.004918,3.923476,5.90863,3.655549,3.090346,3.014452,3.019743,3.610771,3.013114,3.025751,2.12801,6.760821,3,3.015229,4,3.968948,2,3.84909,3.040467,3.914396
"TCGA Lung","No",2.717129,3.078762,3.612903,3.973006,2.0218,4.099697,2.99962,2.999197,2.999604,2.999714,2.999683,2.231634,3.252626,4.880059,2.0218,2.764147,2.999604,2.999596,2.974525,2.010219,3,2.999313,2.999457,3.433767,2.04004,2.998733,2.081749,2.996832,2.231871,2.25839,2.999356,3,2.482951,2.420884,2.760233,4,3.944918,2.853884,2.132566
"TCGA Lung","No",4.173554,5.816234,5.314212,4.069844,2.755269,5.625415,3.936394,3.581967,4.378546,2.624952,6.016237,3.266707,6.151669,6.131673,3.324399,5.482818,6.331187,4.603917,5,2.579414,4.301887,4.975593,3.40707,4.252005,3.502685,5.272738,3.653842,4.054124,2.913122,4.014119,4.011008,3.782293,3.224145,4.25575,4.574896,5,4.9635,4.027835,3.978269
"TCGA Lung","No",3.224424,4.667665,4.986728,4.516973,3.04254,4.977353,4.663772,4.287968,3.565119,2.966402,4.289334,3.18347,3.686199,3.062348,3.017016,3.015014,4.086311,3.21994,3,3.007976,3.283019,3.027677,4.92947,4.667302,3.064898,3.183175,4.025306,4.176667,3.991481,3.394038,3.992058,3.765717,3.977327,3.685715,4.927395,6,4.028726,2.151347,3.103475
"TCGA Lung","No",3.00816,4.572953,3,3.002872,2.06198,2.021001,3.128673,3.004072,3.982178,3.993568,2.354819,2.071535,3.00245,3.002862,3.003212,3.002834,3.982178,3.981799,3,3.001506,3,3.003483,2.179689,2.093829,3.973813,3.009637,3.003583,3.004015,3.005257,3.006285,3.00735,4,3.958608,3.044021,3.94968,6,3.795505,3.926676,2.509928
"TCGA Lung","No",1.99785,1.997884,2,1.998823,1.597037,1.998369,1.996445,1.99687,1.998148,1.999332,1.181852,1.024405,1.998494,1.99824,1.998025,1.998257,1.994445,1.998109,2,1.999074,2,1.997858,1.997461,1.999102,1.997279,1.994075,1.992593,1.997531,1.996768,1.996136,1.996987,2,1.205377,2,1.994772,2,1.995196,1.992382,1.987989
"TCGA Lung","No",3.008599,3.881478,4.330173,3.886883,3.007109,2.954737,3.337061,2.490786,3.754443,2.973132,4.086888,3.05738,4.329263,3.945473,1.633173,4.667317,2.522214,2.296309,3.005331,2.04611,3,3.692684,3.430465,3.960266,2.061901,3.014217,4.132531,2.033702,2.066178,2.158251,4.238412,3,3.010319,2,2.312934,3,3.822338,2.195801,2.739077
"TCGA Lung","No",2.803246,3.691645,2,2.008745,2.225783,2.559103,2.013205,2.018599,3.617922,2.020002,2.733012,2.109489,4.926445,3.851295,2.058689,3.630404,2.02751,2.014048,3.891506,2.565638,2.70416,3.967717,2.018864,2.006669,2.020212,2.97735,2.967643,3.342236,2.39965,2.057413,3.157322,1.803544,2.790012,2,2.038838,2.024454,3.637385,2.970878,2.151939
"TCGA Lung","No",2.006988,3.548853,2,2.005739,2.006419,2.0053,2.005777,2.008137,3.857405,2.006516,2.004814,1.24623,2.987947,2.985918,2.984197,2.986056,2.006018,2.006146,3,2.992592,2,2.87791,2.008253,2.002918,1.021994,2.95259,2.024071,3.218516,1.633938,1.459901,2.975893,2,2.009318,2,2.016992,3,2.96156,1.110473,2.039035
"TCGA Lung","No",3.067961,5.011327,4,3.994792,3.058306,3.046183,2.432136,2.03822,3.991808,3.997044,3.010113,3.010836,3.156163,4.972412,3.338835,4.847658,4.680724,3.263582,3.01517,3.983617,2.962264,3.990525,3.988766,3.996028,2.049188,4.90712,3.050566,3.989078,3.985702,3.026382,4.020569,4,3.987316,3,3.035694,3.985437,3.978746,2.137725,3.081999
"TCGA Lung","No",3.306191,4.944357,3,2.998861,2.997132,2.088586,3.869676,2.116689,2.998208,2.999353,3.9819,3.034178,3.778203,2.997445,2.02031,2.919038,2.019041,2.188744,3,2.631832,3.826942,2.479855,2.537941,2.998262,2.027979,2.388529,2.015616,2.884109,2.049853,3.285646,3.963185,3.818469,2.365417,3,2.489879,4.144962,3.447834,2.992626,2.91397
"TCGA Lung","No",2.094288,3.808777,3,3.002241,2.083417,3.984755,3.003383,3.005957,3.003524,3.001272,3.972306,2.067031,3.002867,5.514068,3.003759,3.003317,3.948073,3.75008,2.35,3.001762,3.191871,4.955884,3.976262,3.991608,2.321505,3.944611,2.097431,3.004699,3.006152,3.963877,3.971836,2,2.037715,2,2.068775,2,3.824527,2.100214,2.887725
"TCGA Lung","No",3.696029,3.977655,3.806452,3.028527,2.204101,3.517148,2.50123,3.002599,5.755127,2.031925,4.870768,3.002197,3.390873,3.124294,2.202734,3.041025,1.964742,2.033878,4,2.316345,3.18984,3.977386,2.605273,2.991142,2.383829,2.849229,2.08846,3.973931,3.965874,2.570567,3.968187,3,3.001985,2,2.946605,3,3.003325,2.090988,2.143449
"TCGA Lung","No",2.247073,3.74571,2.998873,2.871395,2.139785,2.998076,2.035806,2.03152,4.026377,2.013461,3.981586,2.75612,3.962548,3.934366,2.079569,4.88599,1.851982,2.019046,4,3.988491,2.073493,2.99621,4.819585,2.466275,2.99679,3.069623,3.90793,2.815859,2.975218,2.233519,2.992892,1,1.061134,2,2.052656,2.037037,2.994333,2.13387,2.982998
"TCGA Lung","No",3.026769,4.648823,3.994346,3.993036,2.799427,2.407547,3.009484,3.013358,5.947379,4.026122,2.02457,2.026325,4.974139,4.969786,3.988315,3.98969,3.009879,2.605834,2.775,3.926546,3,3.011426,3.939908,3.816097,2.045128,3.031613,3.039516,3.912366,3.112083,3.977139,3.982176,4,3.983039,3.692308,3.96907,4,3.209242,3.040645,3.928945
"TCGA Lung","No",1.692077,1.996554,1.993034,1.020242,1.007826,1.948704,1.007044,1.012401,1.946016,1.007944,1.029349,1.012578,1.98902,1.987172,1.956813,1.987298,1.007337,1.007493,1,1.007337,1.019935,1.960975,1.020125,1.003557,1.010781,1.031306,1.041928,1.009783,1.012807,1.015313,1.837437,1.823529,1.958206,1.065553,1.16944,1,1.019037,1.030188,1.047593
"TCGA Lung","No",2.070937,5.368581,3,3.003399,3.005702,3.004708,3.005132,3.007228,3.005346,3.001929,4.941886,3.310444,3.004349,3.005081,3.98348,3.985423,3.005346,3.005459,3.981415,3.992256,3,3.006183,2.035903,2.012693,3.977243,3.95044,3.021383,3.007128,3.009331,3.011156,3.008698,3,3.008277,3.342371,3.300324,3,3.01387,3.936279,2.906475
"TCGA Lung","No",1.852948,2.756322,2,1.999689,1.999479,1.100487,1.999531,1.999174,1.999512,1.999824,2.982943,1.14202,1.999603,1.999536,1.459893,2.959865,1.999512,1.999501,1.999414,1.999756,2,1.999153,1.99933,1.999763,1.999282,1.998437,1.998046,1.999349,1.998721,1.998981,1.999205,2,1.644405,1,1.057444,2,1.998733,1.99799,1.996832
"TCGA Lung","No",3.103193,5.179301,3,2.117821,2.271033,5.691725,3.00398,3.005606,5.691646,3.233045,3.98665,2.074982,3.986424,3.904931,2.106577,4.929372,2.299749,3.212392,3,2.470771,2,2.043337,1.805686,3.185838,2.048939,3.617688,2.11419,3.005528,3.007236,2.156391,4.060881,2,2.038677,3.198995,3.198995,3.259073,3.956702,4.845628,3.026891
"TCGA Lung","No",2.072636,3.980241,3.312051,3.511715,2.152874,2.899273,2.970208,3.202574,2.635489,2.063936,2.979311,2.082636,3.923787,2.982793,1.333487,2.382421,2.078305,2.047983,3.937586,2.054814,2.056734,3.189947,3.050049,3.608638,2.9924,2.855632,2.83046,2.542147,2.464202,2.130736,2.050965,2.10345,2.072748,2.528913,2.978094,3.861303,3.094875,2.093005,2.398882
"TCGA Lung","No",1.017528,1.01725,2,1.996351,1.993877,1.994945,1.99449,1.992239,2.827593,1.995857,1.995408,1.99508,3.961432,2.090826,1.098866,1.994598,1.04528,1.281372,1,1.007547,2,1.993361,2.297665,1.415583,1.799458,1.048299,1.060374,1.797902,1.125417,1.031499,1.443618,2,1.991112,1.181711,1.983793,2,1.985107,1.976384,1.097903
"TCGA Lung","No",3.020026,3.014781,3,3.012334,3.991573,3.993042,3.992416,3.986648,5.442533,3.004668,3.610347,5.064657,5.959674,5.440427,2.14407,5.460454,3.9842,3.798978,4,3.033766,3,3.853764,4.960594,4.986069,2.049616,3.041386,2.440075,3.936799,2.383096,2.244382,3.987145,2,2.052284,1.230769,3.977694,2.074074,3.979502,3.053211,3.083891
"TCGA Lung","No",2.008891,2.00875,3,2.991622,2.01225,2.006743,2.00735,2.010352,2.986823,2.095752,2.006125,2.009844,2.98928,3.238639,1.408167,2.736299,2.986823,2.358883,2,2.007656,2,2.181958,3.953357,3.98351,3.096633,2.0245,1.113958,2.98243,2.977,2.015978,2.374618,2,2.011855,2,2.021617,1.074074,2.965811,2.0315,1.184797
"TCGA Lung","No",1.993042,1.988588,2,1.996191,1.015831,1.03142,2.974248,1.516984,2.94635,1.189002,1.995207,1.994864,1.036224,1.371902,1.993609,1.994361,1.934094,1.189471,2,1.997004,2,1.99307,1.991783,1.997095,1.521675,1.047494,1.059368,1.019789,1.025906,1.987496,1.990251,2,1.990723,1.307692,1.915801,2.624061,1.497259,1.97535,1.961137
"TCGA Lung","No",3.801775,3.980417,3.711586,3.003527,2.03925,3.984909,3.00355,3.620177,6.601824,3.24861,3.002959,3.00317,3.003009,2.993614,1.345168,4.585393,3.007396,3.003777,2,2.012266,3.764765,3.004277,2.805072,3.025581,2.036046,3.211834,3.014793,3.009862,2.867456,2.138153,3.006017,6,2.296049,2.090578,3.584929,3,3.009595,3.929501,2.159124
"TCGA Lung","No",2.005598,2.005509,2,2.003065,2.005142,2.004246,2.004628,2.006518,2.983987,2.994221,2.003856,2.004132,2.986973,2.98478,2.005142,2.004537,2.004821,2.004923,2,2.00241,3,2.981479,2.006611,1.507388,2.007083,2.948759,2.019282,2.97865,2.97205,2.01006,2.007844,2,2.007464,2,2.013611,2,2.262004,2.019833,2.896133
"TCGA Lung","No",1.0082077,1.0080774,1,1.0044934,1.9853167,1.9878762,1.4267851,1.9813874,3.0632399,2.1404399,1.0056542,1.0060581,2.9379534,1.9869159,0.2150779,1.8243999,1.0070678,1.0360907,1,1.0035339,1,1.0081748,1.0096929,1.0034268,1.0103853,1.5781724,1.0282711,1.0094237,1.0493458,0.1164568,1.0230002,1,1.0648025,1,1.8140737,1,1.018338,1.0290788,1.045845
"TCGA Lung","No",1.99603,2.122557,2,1.72826,1.021858,1.972025,1.999672,1.999538,1.973356,1.983975,1.999727,1.212235,2.965546,2.979873,1.984322,2.724042,2.552929,1.999651,1.99959,1.999658,1.99969,1.999407,1.999531,2.019705,2.034287,1.998724,1.983592,1.997265,1.232485,1.685665,1.999444,1.983592,1.983592,1.383353,2.252641,1,1.917145,2.170022,1.618961
